total_sqft,bath,bhk,price,location
2800.0,5.0,5,125.0,Laggere
1200.0,3.0,3,130.0,Laggere
1200.0,1.0,1,125.0,Laggere
1200.0,2.0,2,75.0,Laggere
620.0,2.0,1,48.0,Laggere
1185.0,2.0,2,75.0,Lakshminarayana Pura
1600.0,2.0,3,108.0,Lakshminarayana Pura
1180.0,2.0,2,75.0,Lakshminarayana Pura
1172.0,2.0,2,82.0,Lakshminarayana Pura
1179.0,2.0,2,75.0,Lakshminarayana Pura
1149.0,2.0,2,75.0,Lakshminarayana Pura
1336.0,2.0,2,100.0,Lakshminarayana Pura
1175.0,2.0,2,75.0,Lakshminarayana Pura
1190.0,2.0,2,75.0,Lakshminarayana Pura
1200.0,2.0,2,75.0,Lakshminarayana Pura
1200.0,2.0,2,75.0,Lakshminarayana Pura
1165.0,2.0,2,75.0,Lakshminarayana Pura
1145.0,2.0,2,75.0,Lakshminarayana Pura
1500.0,3.0,3,104.0,Lakshminarayana Pura
1210.0,2.0,2,75.0,Lakshminarayana Pura
1169.0,2.0,2,75.0,Lakshminarayana Pura
1200.0,2.0,2,75.0,Lakshminarayana Pura
1172.0,2.0,2,75.0,Lakshminarayana Pura
1172.0,2.0,2,75.0,Lakshminarayana Pura
1180.0,2.0,2,75.0,Lakshminarayana Pura
1200.0,2.0,2,83.0,Lakshminarayana Pura
1200.0,2.0,2,80.0,Lakshminarayana Pura
1195.0,2.0,2,75.0,Lakshminarayana Pura
1200.0,2.0,2,80.0,Lakshminarayana Pura
1521.0,3.0,3,95.0,Lingadheeranahalli
1511.0,3.0,3,95.0,Lingadheeranahalli
1683.0,3.0,3,109.0,Lingadheeranahalli
1519.0,3.0,3,93.0,Lingadheeranahalli
1521.0,3.0,3,94.99,Lingadheeranahalli
1682.0,3.0,3,120.0,Lingadheeranahalli
1521.0,3.0,3,94.71,Lingadheeranahalli
1893.0,3.0,3,130.0,Lingadheeranahalli
1705.0,3.0,3,110.0,Lingadheeranahalli
2245.0,4.0,4,154.0,Lingadheeranahalli
1682.0,3.0,3,113.0,Lingadheeranahalli
1682.0,3.0,3,114.0,Lingadheeranahalli
1506.0,3.0,3,95.0,Lingadheeranahalli
1683.0,3.0,3,110.0,Lingadheeranahalli
1684.0,3.0,3,120.0,Lingadheeranahalli
2236.0,4.0,4,153.0,Lingadheeranahalli
1894.0,4.0,3,114.0,Lingadheeranahalli
2240.0,4.0,4,160.0,Lingadheeranahalli
3600.0,6.0,6,141.0,Magadi Road
1116.0,2.0,2,50.0,Magadi Road
884.0,2.0,2,41.1,Magadi Road
1005.0,2.0,2,55.78,Magadi Road
1000.0,2.0,2,46.5,Magadi Road
1500.0,2.0,4,93.0,Magadi Road
1345.0,2.0,2,55.0,Magadi Road
5000.0,6.0,5,360.0,Magadi Road
1116.0,2.0,2,51.89,Magadi Road
1052.0,2.0,3,60.0,Magadi Road
940.0,2.0,2,50.0,Magadi Road
1318.0,2.0,3,68.0,Magadi Road
884.0,2.0,2,48.0,Magadi Road
1150.0,2.0,2,52.0,Mahadevpura
1250.0,2.0,2,52.0,Mahadevpura
1260.0,2.0,2,57.6,Mahadevpura
730.0,1.0,1,35.0,Mahadevpura
1434.0,2.0,3,67.39,Mahadevpura
1146.0,2.0,2,53.8,Mahadevpura
1532.0,2.0,2,62.0,Mahadevpura
1620.0,2.0,3,76.0,Mahadevpura
1136.0,2.0,2,64.5,Mahadevpura
1400.0,2.0,3,65.8,Mahadevpura
1137.0,2.0,2,53.4,Mahadevpura
1601.0,3.0,3,95.0,Mahadevpura
1450.0,3.0,3,75.0,Mahadevpura
1152.0,2.0,2,54.0,Mahadevpura
1212.0,2.0,2,56.9,Mahadevpura
1505.0,3.0,3,78.0,Mahadevpura
1500.0,2.0,3,70.0,Mahadevpura
1236.0,2.0,2,58.0,Mahadevpura
1236.0,2.0,2,58.0,Mahadevpura
1120.0,2.0,2,53.0,Mahadevpura
1575.0,5.0,4,158.0,Mahalakshmi Layout
1105.0,2.0,2,80.0,Mahalakshmi Layout
1200.0,3.0,4,160.0,Mahalakshmi Layout
1200.0,2.0,3,110.0,Mahalakshmi Layout
1876.0,3.0,3,150.0,Mahalakshmi Layout
1665.0,3.0,3,95.0,Mallasandra
1665.0,3.0,3,86.58,Mallasandra
1340.0,2.0,2,61.0,Mallasandra
1325.0,2.0,2,70.0,Mallasandra
1665.0,3.0,3,86.91,Mallasandra
1325.0,2.0,2,70.0,Mallasandra
905.0,2.0,2,40.0,Mallasandra
1325.0,2.0,2,65.0,Mallasandra
1325.0,2.0,2,73.0,Mallasandra
1565.0,2.0,2,69.0,Mallasandra
905.0,2.0,2,35.0,Mallasandra
1100.0,2.0,3,76.3,Mallasandra
1140.0,2.0,2,46.5,Malleshpalya
1225.0,2.0,2,46.86,Malleshpalya
1052.0,2.0,2,50.0,Malleshpalya
1405.0,2.0,3,77.0,Malleshpalya
1065.0,2.0,2,50.0,Malleshpalya
1210.0,2.0,2,55.0,Malleshpalya
1060.0,2.0,2,40.0,Malleshpalya
1430.0,2.0,3,69.5,Malleshpalya
1421.0,2.0,2,90.0,Malleshpalya
1245.0,2.0,2,55.0,Malleshpalya
1200.0,2.0,2,46.0,Malleshpalya
1225.0,2.0,2,52.0,Malleshpalya
705.0,1.0,1,67.0,Malleshwaram
12000.0,7.0,7,2200.0,Malleshwaram
2500.0,5.0,4,325.0,Malleshwaram
2006.0,3.0,3,297.0,Malleshwaram
686.0,1.0,1,62.5,Malleshwaram
2475.0,4.0,3,332.0,Malleshwaram
2610.0,3.0,3,399.0,Malleshwaram
2475.0,4.0,3,320.0,Malleshwaram
900.0,2.0,2,95.0,Malleshwaram
1420.0,2.0,2,158.0,Malleshwaram
2000.0,3.0,3,250.0,Malleshwaram
2215.0,3.0,3,275.0,Malleshwaram
2475.0,4.0,3,300.0,Malleshwaram
2215.0,4.0,3,310.0,Malleshwaram
480.0,1.0,1,60.0,Malleshwaram
1290.0,2.0,2,120.0,Malleshwaram
2475.0,4.0,3,326.0,Malleshwaram
2476.0,3.0,3,337.0,Malleshwaram
900.0,2.0,2,90.0,Malleshwaram
2050.0,4.0,3,270.0,Malleshwaram
900.0,2.0,2,72.0,Malleshwaram
620.0,1.0,1,86.8,Malleshwaram
600.0,1.0,2,68.0,Malleshwaram
2475.0,4.0,3,337.0,Malleshwaram
2215.0,3.0,3,275.0,Malleshwaram
2215.0,3.0,3,330.0,Malleshwaram
1020.0,2.0,2,80.0,Malleshwaram
600.0,1.0,2,90.0,Malleshwaram
2200.0,3.0,3,275.0,Malleshwaram
2475.0,4.0,3,326.0,Malleshwaram
1500.0,2.0,2,140.0,Malleshwaram
2475.0,4.0,3,340.0,Malleshwaram
1400.0,2.0,2,190.0,Malleshwaram
2475.0,4.0,3,300.0,Malleshwaram
2400.0,3.0,3,380.0,Malleshwaram
580.0,1.0,1,45.0,Malleshwaram
1410.0,2.0,2,125.0,Malleshwaram
1220.0,2.0,2,57.0,Marathahalli
1200.0,2.0,2,52.0,Marathahalli
1200.0,2.0,2,60.0,Marathahalli
1933.0,3.0,3,140.0,Marathahalli
950.0,2.0,2,46.96,Marathahalli
1230.0,2.0,2,80.0,Marathahalli
3800.0,4.0,4,250.0,Marathahalli
1019.0,2.0,2,49.85,Marathahalli
1215.0,2.0,2,67.0,Marathahalli
2181.0,3.0,4,152.0,Marathahalli
1170.0,2.0,2,53.0,Marathahalli
1019.0,2.0,2,49.86,Marathahalli
1325.0,2.0,2,71.55,Marathahalli
1220.0,2.0,2,56.5,Marathahalli
1152.0,2.0,2,56.0,Marathahalli
1610.0,3.0,3,90.0,Marathahalli
1146.0,2.0,2,70.0,Marathahalli
1469.0,3.0,3,89.0,Marathahalli
2519.0,5.0,4,185.0,Marathahalli
957.0,2.0,2,46.9,Marathahalli
1583.0,3.0,3,105.0,Marathahalli
2524.0,5.0,4,190.0,Marathahalli
1071.0,2.0,2,52.25,Marathahalli
1215.0,2.0,2,58.86,Marathahalli
1102.0,2.0,2,53.67,Marathahalli
1900.0,3.0,3,123.0,Marathahalli
1045.0,2.0,2,60.0,Marathahalli
1215.0,2.0,2,58.86,Marathahalli
1365.0,2.0,2,73.0,Marathahalli
1208.0,2.0,2,70.0,Marathahalli
1325.0,1.0,2,92.0,Marathahalli
1525.0,3.0,3,90.0,Marathahalli
1937.0,3.0,3,140.0,Marathahalli
1550.0,3.0,3,83.0,Marathahalli
1350.0,2.0,2,86.0,Marathahalli
957.0,2.0,2,47.0,Marathahalli
1230.0,2.0,2,57.0,Marathahalli
1200.0,2.0,2,58.0,Marathahalli
607.0,1.0,1,35.0,Marathahalli
1583.0,3.0,3,109.0,Marathahalli
1075.0,2.0,2,52.43,Marathahalli
1360.0,2.0,2,103.0,Marathahalli
1220.0,2.0,2,58.5,Marathahalli
950.0,2.0,2,45.68,Marathahalli
615.0,1.0,1,44.0,Marathahalli
1595.0,3.0,3,90.0,Marathahalli
1350.0,2.0,2,89.0,Marathahalli
1020.0,2.0,2,57.0,Marathahalli
1600.0,3.0,2,88.0,Marathahalli
780.0,1.0,1,55.0,Marathahalli
1710.0,3.0,3,100.0,Marathahalli
1358.0,2.0,2,81.0,Marathahalli
1205.0,2.0,2,75.0,Marathahalli
1730.0,3.0,3,110.0,Marathahalli
1583.0,3.0,3,115.0,Marathahalli
1200.0,2.0,2,67.0,Marathahalli
1095.0,2.0,2,60.0,Marathahalli
1060.0,2.0,2,48.0,Marathahalli
1050.0,2.0,2,65.0,Marathahalli
1102.0,2.0,2,53.67,Marathahalli
1026.0,2.0,2,49.95,Marathahalli
1220.0,2.0,2,59.0,Marathahalli
881.0,2.0,2,48.06,Marathahalli
1710.0,3.0,3,100.0,Marathahalli
1680.0,3.0,3,105.0,Marathahalli
1910.0,3.0,3,119.0,Marathahalli
1602.0,2.0,2,104.0,Marathahalli
700.0,1.0,1,38.0,Marathahalli
1469.0,3.0,3,89.0,Marathahalli
1690.0,3.0,3,116.0,Marathahalli
1065.0,2.0,2,55.0,Marathahalli
1693.0,3.0,3,125.0,Marathahalli
1693.0,3.0,3,125.0,Marathahalli
1196.0,2.0,2,57.9,Marathahalli
1595.0,3.0,3,88.0,Marathahalli
2122.0,3.0,3,125.0,Marathahalli
1730.0,3.0,3,115.0,Marathahalli
1125.0,2.0,2,55.0,Marathahalli
1950.0,3.0,3,115.0,Marathahalli
1250.0,2.0,2,68.0,Marathahalli
1125.0,2.0,2,56.8,Marathahalli
1350.0,2.0,2,90.0,Marathahalli
1200.0,2.0,2,53.0,Marathahalli
2500.0,5.0,4,175.0,Marathahalli
957.0,2.0,2,47.0,Marathahalli
1350.0,2.0,2,60.0,Marathahalli
3400.0,4.0,4,235.0,Marathahalli
1350.0,2.0,2,99.0,Marathahalli
1285.0,2.0,2,55.0,Marathahalli
2500.0,5.0,4,181.0,Marathahalli
3800.0,4.0,4,235.0,Marathahalli
3951.0,4.0,4,230.0,Marathahalli
1125.0,2.0,2,54.8,Marathahalli
1700.0,3.0,3,126.0,Marathahalli
1270.0,2.0,2,73.0,Marathahalli
950.0,2.0,2,46.7,Marathahalli
1550.0,3.0,3,85.0,Marathahalli
1019.0,2.0,2,49.86,Marathahalli
1144.0,2.0,2,65.0,Marathahalli
1240.0,2.0,2,55.0,Marathahalli
1100.0,2.0,1,75.0,Marathahalli
1156.0,2.0,2,52.0,Marathahalli
2524.0,5.0,4,180.0,Marathahalli
1135.0,2.0,2,60.0,Marathahalli
1839.0,3.0,3,130.0,Marathahalli
1170.0,2.0,2,85.0,Marathahalli
1102.0,2.0,2,53.67,Marathahalli
1108.0,2.0,3,60.0,Marathahalli
1449.0,3.0,3,110.0,Marathahalli
1360.0,2.0,2,101.0,Marathahalli
1026.0,2.0,2,50.18,Marathahalli
1270.0,2.0,2,80.0,Marathahalli
1100.0,2.0,2,50.0,Marathahalli
1196.0,2.0,2,57.95,Marathahalli
1485.0,2.0,3,90.0,Marathahalli
1146.0,2.0,2,69.0,Marathahalli
1090.0,2.0,2,58.0,Margondanahalli
1200.0,2.0,2,58.5,Margondanahalli
1200.0,2.0,2,67.0,Margondanahalli
1000.0,2.0,2,57.0,Margondanahalli
600.0,2.0,2,35.0,Margondanahalli
1200.0,2.0,2,69.0,Margondanahalli
900.0,2.0,2,49.0,Margondanahalli
1140.0,2.0,2,60.0,Margondanahalli
1100.0,2.0,2,55.0,Margondanahalli
1152.0,1.0,2,66.0,Margondanahalli
1200.0,2.0,2,65.0,Margondanahalli
1050.0,2.0,2,58.0,Margondanahalli
1160.0,2.0,2,65.0,Margondanahalli
1334.0,2.0,2,67.76,Margondanahalli
1800.0,4.0,4,145.0,Marsur
1200.0,3.0,3,90.0,Marsur
1200.0,3.0,3,120.0,Marsur
5000.0,9.0,9,210.0,Mico Layout
1550.0,2.0,3,65.0,Mico Layout
1125.0,2.0,2,40.0,Mico Layout
1190.0,2.0,2,39.25,Mico Layout
800.0,1.0,1,29.5,Mico Layout
1250.0,2.0,3,44.0,Mico Layout
1171.0,2.0,2,39.0,Mico Layout
1200.0,2.0,2,53.5,Mico Layout
1670.0,3.0,3,59.0,Mico Layout
1140.0,2.0,2,43.0,Mico Layout
1170.0,2.0,2,52.0,Munnekollal
1102.0,2.0,2,53.67,Munnekollal
1390.0,3.0,3,68.0,Munnekollal
1200.0,2.0,2,49.5,Munnekollal
950.0,2.0,2,46.5,Munnekollal
1560.0,3.0,3,75.0,Munnekollal
1750.0,3.0,3,86.5,Munnekollal
1385.0,2.0,3,66.5,Munnekollal
1080.0,2.0,2,45.0,Munnekollal
1170.0,2.0,2,59.0,Munnekollal
1200.0,2.0,3,57.9,Munnekollal
1030.0,2.0,2,50.36,Munnekollal
1296.0,2.0,2,81.0,Murugeshpalya
1550.0,3.0,3,74.0,Murugeshpalya
1845.0,3.0,3,91.0,Murugeshpalya
1185.0,2.0,2,85.0,Murugeshpalya
1225.0,2.0,2,48.0,Murugeshpalya
1930.0,3.0,3,75.0,Murugeshpalya
1600.0,2.0,3,65.0,Murugeshpalya
1344.0,2.0,3,56.0,Murugeshpalya
1500.0,2.0,3,70.0,Murugeshpalya
1855.0,3.0,3,96.0,Murugeshpalya
1175.0,2.0,2,75.0,Murugeshpalya
1175.0,2.0,2,73.5,Mysore Road
1710.0,4.0,3,91.31,Mysore Road
1020.0,2.0,2,48.95,Mysore Road
1175.0,2.0,2,73.5,Mysore Road
1070.0,2.0,2,45.0,Mysore Road
1239.0,2.0,2,53.0,Mysore Road
1060.0,2.0,2,62.0,Mysore Road
980.0,2.0,2,45.47,Mysore Road
883.0,2.0,2,40.0,Mysore Road
1525.0,3.0,3,96.0,Mysore Road
1200.0,2.0,2,65.0,Mysore Road
883.0,2.0,2,40.95,Mysore Road
1070.0,2.0,2,49.65,Mysore Road
883.0,2.0,2,50.0,Mysore Road
1155.0,2.0,2,51.0,Mysore Road
1003.0,2.0,2,43.0,Mysore Road
1237.0,2.0,2,73.0,Mysore Road
883.0,2.0,2,45.0,Mysore Road
1170.0,2.0,2,65.0,Mysore Road
1029.5,2.0,2,50.855,Mysore Road
940.0,2.0,2,43.61,Mysore Road
1020.0,2.0,2,48.95,Mysore Road
1568.0,2.0,3,100.0,Mysore Road
1175.0,2.0,2,70.5,Mysore Road
1080.0,2.0,3,60.0,Mysore Road
883.0,2.0,2,37.0,Mysore Road
1020.0,2.0,2,45.9,NGR Layout
1105.0,2.0,2,49.73,NGR Layout
1022.0,2.0,2,45.9,NGR Layout
1020.0,2.0,2,45.0,NGR Layout
1019.0,2.0,2,45.9,NGR Layout
1020.0,2.0,2,46.0,NGR Layout
1021.0,2.0,2,46.0,NGR Layout
1021.0,2.0,2,45.9,NGR Layout
1565.0,2.0,3,75.0,NRI Layout
2500.0,5.0,5,130.0,NRI Layout
1125.0,2.0,2,45.56,NRI Layout
2150.0,4.0,4,115.0,NRI Layout
1250.0,2.0,2,75.0,NRI Layout
1789.0,3.0,3,75.0,NRI Layout
1731.0,3.0,3,64.11,NRI Layout
2400.0,2.0,2,125.0,NRI Layout
1350.0,3.0,3,150.0,Nagarbhavi
1200.0,2.0,2,150.0,Nagarbhavi
2400.0,3.0,3,160.0,Nagarbhavi
884.0,2.0,1,36.0,Nagarbhavi
1055.0,2.0,2,55.0,Nagarbhavi
1223.0,2.0,2,60.0,Nagarbhavi
956.0,2.0,2,49.0,Nagarbhavi
1200.0,2.0,2,150.0,Nagarbhavi
1145.0,2.0,2,40.0,Nagarbhavi
300.0,1.0,1,20.0,Nagarbhavi
1250.0,3.0,4,175.0,Nagarbhavi
710.0,2.0,1,40.0,Nagarbhavi
1212.0,2.0,2,50.0,Nagarbhavi
1020.0,2.0,2,55.0,Nagarbhavi
1120.0,2.0,2,53.0,Nagarbhavi
1146.0,2.0,2,50.0,Nagarbhavi
1190.0,2.0,2,63.0,Nagarbhavi
1050.0,2.0,2,80.0,Nagarbhavi
2500.0,3.0,5,180.0,Nagarbhavi
1250.0,3.0,2,170.0,Nagarbhavi
1400.0,2.0,3,135.0,Nagarbhavi
1100.0,2.0,2,46.2,Nagarbhavi
1080.0,2.0,2,49.0,Nagarbhavi
1800.0,3.0,4,180.0,Nagarbhavi
1225.0,2.0,2,58.0,Nagarbhavi
980.0,2.0,2,48.0,Nagasandra
2400.0,4.0,4,145.0,Nagasandra
1650.0,3.0,3,95.0,Nagasandra
1500.0,2.0,2,91.0,Nagasandra
400.0,1.0,1,14.0,Nagavara
2172.65,3.0,4,120.0,Nagavara
2319.0,3.0,3,180.0,Nagavara
2430.0,4.0,3,180.0,Nagavara
936.0,2.0,2,40.2,Nagavara
1125.0,2.0,2,44.5,Nagavara
1315.0,2.0,2,70.0,Nagavara
1077.0,2.0,2,50.0,Nagavara
2496.0,4.0,4,125.0,Nagavara
1110.0,2.0,2,44.95,Nagavara
1247.0,2.0,2,58.56,Nagavara
1392.0,2.0,2,99.0,Nagavarapalya
705.0,1.0,1,52.5,Nagavarapalya
1300.0,3.0,3,80.0,Nagavarapalya
705.0,1.0,1,57.0,Nagavarapalya
705.0,1.0,1,55.0,Nagavarapalya
705.0,1.0,1,57.0,Nagavarapalya
1335.0,2.0,2,110.0,Nagavarapalya
1260.0,2.0,2,85.5,Nagavarapalya
1308.0,2.0,2,89.04,Narayanapura
1566.0,3.0,3,83.3,Narayanapura
1485.0,3.0,3,85.0,Narayanapura
1302.0,2.0,2,69.1,Narayanapura
1308.0,2.0,2,89.04,Narayanapura
2357.0,3.0,3,135.0,Narayanapura
2357.0,3.0,3,135.0,Narayanapura
1469.0,2.0,2,99.14,Narayanapura
1053.0,2.0,2,45.0,Neeladri Nagar
1363.0,2.0,2,68.0,Neeladri Nagar
2556.0,3.0,3,133.0,Neeladri Nagar
674.0,1.0,1,21.0,Neeladri Nagar
527.0,1.0,1,26.0,Neeladri Nagar
1167.0,2.0,3,38.0,Neeladri Nagar
1060.0,2.0,2,35.0,Neeladri Nagar
640.0,1.0,1,20.5,Neeladri Nagar
1105.0,2.0,2,30.0,Neeladri Nagar
1100.0,2.0,2,30.0,Neeladri Nagar
2111.0,3.0,3,103.0,Neeladri Nagar
1775.0,3.0,3,110.0,Nehru Nagar
2363.0,5.0,4,120.0,Nehru Nagar
2342.0,3.0,4,115.0,Nehru Nagar
967.0,2.0,2,41.1,Nehru Nagar
1374.0,3.0,3,72.0,Nehru Nagar
1674.0,3.0,3,90.0,Nehru Nagar
1269.0,2.0,3,63.0,Nehru Nagar
1100.0,2.0,2,50.0,Nehru Nagar
1674.0,3.0,3,81.0,Nehru Nagar
2420.0,3.0,3,185.0,OMBR Layout
1078.0,2.0,2,65.0,OMBR Layout
1101.0,2.0,2,65.5,OMBR Layout
1041.0,2.0,2,65.5,OMBR Layout
1300.0,2.0,2,80.0,OMBR Layout
1085.0,2.0,2,64.0,OMBR Layout
1855.0,3.0,3,145.0,OMBR Layout
1050.0,2.0,2,48.0,OMBR Layout
1165.0,2.0,2,88.5,OMBR Layout
1101.0,2.0,2,66.0,OMBR Layout
3400.0,4.0,4,275.0,OMBR Layout
2732.0,4.0,4,204.0,Old Airport Road
3356.0,4.0,4,251.0,Old Airport Road
1206.0,2.0,2,75.0,Old Airport Road
2774.0,4.0,4,207.0,Old Airport Road
2690.0,4.0,4,191.0,Old Airport Road
2690.0,4.0,4,199.0,Old Airport Road
1655.0,2.0,2,97.65,Old Airport Road
1075.0,2.0,2,60.0,Old Airport Road
1858.0,2.0,3,167.0,Old Airport Road
1150.0,2.0,2,90.0,Old Airport Road
2690.0,4.0,4,191.0,Old Airport Road
2658.0,5.0,4,187.0,Old Airport Road
946.0,2.0,2,58.0,Old Airport Road
2774.0,4.0,4,208.0,Old Airport Road
2774.0,4.0,4,208.0,Old Airport Road
3200.0,4.0,4,280.0,Old Airport Road
2690.0,4.0,4,201.0,Old Airport Road
1145.0,2.0,2,75.0,Old Airport Road
2732.0,4.0,4,194.0,Old Airport Road
2658.0,5.0,4,189.0,Old Airport Road
2774.0,4.0,4,197.0,Old Airport Road
3496.0,4.0,4,262.0,Old Airport Road
2774.0,4.0,4,197.0,Old Airport Road
2732.0,4.0,4,204.0,Old Airport Road
1798.0,3.0,3,150.0,Old Airport Road
2774.0,4.0,4,208.0,Old Airport Road
1184.0,2.0,2,78.0,Old Airport Road
3504.0,4.0,4,262.0,Old Airport Road
1055.0,2.0,2,75.0,Old Airport Road
1425.0,2.0,3,94.0,Old Madras Road
935.0,2.0,2,45.0,Old Madras Road
1720.0,3.0,3,100.0,Old Madras Road
1200.0,2.0,2,72.0,Old Madras Road
1225.0,2.0,2,53.55,Old Madras Road
1100.0,2.0,2,70.0,Old Madras Road
1171.0,2.0,2,75.0,Old Madras Road
935.0,2.0,2,45.0,Old Madras Road
1065.0,2.0,2,47.86,Old Madras Road
2010.0,3.0,4,125.0,Old Madras Road
1480.0,2.0,3,84.0,Old Madras Road
1210.0,2.0,2,74.0,Old Madras Road
1171.0,2.0,2,72.0,Old Madras Road
1480.0,3.0,3,95.0,Old Madras Road
1210.0,2.0,2,80.0,Old Madras Road
1859.0,3.0,3,121.0,Old Madras Road
2300.0,3.0,3,142.0,Old Madras Road
1210.0,2.0,2,80.0,Old Madras Road
1210.0,2.0,2,77.0,Old Madras Road
1330.0,2.0,2,74.0,Old Madras Road
1720.0,3.0,3,106.0,Old Madras Road
2990.0,3.0,3,170.0,Old Madras Road
1171.0,2.0,2,73.0,Old Madras Road
1630.0,3.0,3,110.0,Old Madras Road
1165.0,2.0,2,52.0,Old Madras Road
2640.0,2.0,2,170.0,Old Madras Road
1165.0,2.0,2,51.42,Old Madras Road
1020.0,2.0,2,63.0,Padmanabhanagar
1176.0,2.0,2,62.0,Padmanabhanagar
1258.0,2.0,2,115.0,Padmanabhanagar
1100.0,2.0,2,65.0,Padmanabhanagar
3400.0,3.0,4,210.0,Padmanabhanagar
4500.0,4.0,3,360.0,Padmanabhanagar
1200.0,2.0,2,60.0,Padmanabhanagar
1000.0,1.0,2,90.0,Padmanabhanagar
1067.0,2.0,2,52.0,Padmanabhanagar
1100.0,2.0,2,60.0,Padmanabhanagar
2051.0,3.0,3,180.0,Padmanabhanagar
2051.0,3.0,3,170.0,Padmanabhanagar
1006.0,2.0,2,35.0,Pai Layout
1550.0,2.0,3,90.0,Pai Layout
1050.0,2.0,2,40.0,Pai Layout
1400.0,2.0,3,67.0,Pai Layout
1100.0,2.0,2,50.0,Pai Layout
1255.0,2.0,2,80.0,Pai Layout
1075.0,2.0,2,35.0,Pai Layout
1400.0,2.0,2,57.5,Pai Layout
1175.0,2.0,2,60.0,Pai Layout
810.0,2.0,2,34.5,Pai Layout
1000.0,2.0,2,34.0,Pai Layout
1000.0,2.0,2,42.0,Pai Layout
3800.0,6.0,6,175.0,Pai Layout
1068.0,2.0,2,48.0,Pai Layout
1510.0,2.0,3,65.0,Pai Layout
1359.0,2.0,2,87.0,Panathur
1438.0,2.0,2,100.0,Panathur
1688.0,3.0,3,118.0,Panathur
1198.0,2.0,2,77.0,Panathur
1180.0,2.0,2,70.0,Panathur
1546.0,3.0,3,99.0,Panathur
1000.0,2.0,2,65.3,Panathur
1109.0,2.0,2,63.0,Panathur
1000.0,2.0,2,68.0,Panathur
1255.0,2.0,2,79.0,Panathur
1205.0,2.0,2,62.9,Panathur
1198.0,2.0,2,82.0,Panathur
1235.0,2.0,2,65.0,Panathur
1210.0,2.0,2,80.0,Panathur
1210.0,2.0,2,77.0,Panathur
661.0,1.0,1,40.0,Panathur
1210.0,2.0,2,78.0,Panathur
1050.0,2.0,2,60.0,Panathur
1398.0,2.0,2,97.0,Panathur
1065.0,2.0,2,58.0,Panathur
1007.0,2.0,2,64.0,Panathur
1210.0,2.0,2,77.93,Panathur
1230.0,2.0,2,80.0,Panathur
980.0,2.0,2,57.0,Panathur
1075.0,2.0,2,60.0,Panathur
1210.0,2.0,2,69.0,Panathur
1343.0,2.0,2,76.0,Panathur
1194.0,2.0,2,47.0,Parappana Agrahara
1194.0,2.0,2,47.0,Parappana Agrahara
1194.0,2.0,2,46.0,Parappana Agrahara
1194.0,2.0,2,47.0,Parappana Agrahara
1194.0,2.0,2,46.0,Parappana Agrahara
1194.0,2.0,2,47.0,Parappana Agrahara
1194.0,2.0,2,47.0,Parappana Agrahara
1092.0,2.0,2,43.0,Parappana Agrahara
1194.0,2.0,2,45.0,Parappana Agrahara
1200.0,1.0,1,45.0,Parappana Agrahara
1194.0,2.0,2,46.0,Parappana Agrahara
1194.0,2.0,2,47.0,Parappana Agrahara
1194.0,2.0,2,47.0,Parappana Agrahara
1194.0,2.0,2,46.0,Parappana Agrahara
1194.0,2.0,2,46.0,Parappana Agrahara
1550.0,2.0,3,80.0,Pattandur Agrahara
1025.0,2.0,2,44.5,Pattandur Agrahara
1247.0,2.0,2,59.8,Pattandur Agrahara
900.0,2.0,2,42.0,Pattandur Agrahara
1302.0,2.0,2,66.0,Pattandur Agrahara
1550.0,2.0,3,80.0,Pattandur Agrahara
1247.0,2.0,2,62.35,Pattandur Agrahara
1350.0,2.0,2,68.0,Pattandur Agrahara
920.0,2.0,2,39.55,Poorna Pragna Layout
1160.0,2.0,2,46.39,Poorna Pragna Layout
965.0,2.0,2,48.0,Poorna Pragna Layout
1160.0,2.0,2,46.39,Poorna Pragna Layout
1160.0,2.0,2,46.39,Poorna Pragna Layout
960.0,2.0,2,50.0,Poorna Pragna Layout
2028.0,4.0,4,162.0,Prithvi Layout
1352.0,2.0,2,87.5,Prithvi Layout
1190.0,2.0,2,68.0,Prithvi Layout
1352.0,2.0,2,85.0,Prithvi Layout
1352.0,2.0,2,75.0,Prithvi Layout
2273.0,4.0,3,220.0,Prithvi Layout
1352.0,3.0,2,93.0,Prithvi Layout
2273.0,4.0,3,192.0,Prithvi Layout
1352.0,2.0,2,72.0,Prithvi Layout
1200.0,2.0,2,120.0,R.T. Nagar
1040.0,2.0,2,46.0,R.T. Nagar
1200.0,2.0,2,45.0,R.T. Nagar
1235.0,2.0,2,65.0,R.T. Nagar
1140.0,3.0,3,130.0,R.T. Nagar
970.0,2.0,2,55.0,R.T. Nagar
1560.0,3.0,3,125.0,R.T. Nagar
1200.0,2.0,2,60.0,R.T. Nagar
1200.0,3.0,3,140.0,R.T. Nagar
1100.0,3.0,2,125.0,R.T. Nagar
1150.0,2.0,2,72.0,R.T. Nagar
1500.0,4.0,4,185.0,R.T. Nagar
3600.0,8.0,9,165.0,R.T. Nagar
1080.0,2.0,2,48.0,R.T. Nagar
1325.0,2.0,2,52.0,R.T. Nagar
1300.0,3.0,3,145.0,R.T. Nagar
1100.0,2.0,2,85.0,R.T. Nagar
1667.0,3.0,3,130.0,R.T. Nagar
1050.0,2.0,2,52.07,Rachenahalli
1050.0,2.0,2,55.5,Rachenahalli
1050.0,2.0,2,53.5,Rachenahalli
